A,B,Product
-128,77,-9872
-128,78,-10000
-128,79,-10128
-128,80,-10256
-128,81,-10384
-128,82,-10512
-128,83,-10640
-128,84,-10768
-128,85,-10896
-128,86,-11024
-128,87,-11152
-128,88,-11280
-128,89,-11408
-128,90,-11536
-128,91,-11664
-128,92,-11792
-128,93,-11920
-128,94,-12048
-128,95,-12176
-128,96,-12304
-128,97,-12432
-128,98,-12560
-128,99,-12688
-128,100,-12816
-128,101,-12944
-128,102,-13072
-128,103,-13200
-128,104,-13328
-128,105,-13456
-128,106,-13584
-128,107,-13712
-128,108,-13840
-128,109,-13968
-128,110,-14096
-128,111,-14224
-128,112,-14352
-128,113,-14480
-128,114,-14608
-128,115,-14736
-128,116,-14864
-128,117,-14992
-128,118,-15120
-128,119,-15248
-128,120,-15376
-128,121,-15504
-128,122,-15632
-128,123,-15760
-128,124,-15888
-128,125,-16016
-128,126,-16144
-128,127,-16272
-127,-128,16272
-127,-127,6321
-127,-126,6386
-127,-125,6259
-127,-124,6260
-127,-123,7029
-127,-122,7030
-127,-121,7159
-127,-120,7048
-127,-119,6265
-127,-118,6154
-127,-117,6539
-127,-116,6540
-127,-115,6285
-127,-114,6286
-127,-113,6415
-127,-112,6496
-127,-111,6273
-127,-110,6146
-127,-109,6531
-127,-108,6548
-127,-107,5253
-127,-106,5270
-127,-105,5399
-127,-104,5480
-127,-103,6025
-127,-102,6106
-127,-101,5979
-127,-100,5980
-127,-99,5213
-127,-98,5214
-127,-97,5343
-127,-96,5296
-127,-95,7505
-127,-94,7570
-127,-93,7443
-127,-92,7572
-127,-91,6165
-127,-90,6294
-127,-89,6167
-127,-88,6376
-127,-87,7961
-127,-86,8170
-127,-85,7787
-127,-84,7916
-127,-83,7533
-127,-82,7662
-127,-81,7279
-127,-80,7296
-127,-79,6945
-127,-78,7138
-127,-77,6755
-127,-76,6900
-127,-75,6501
-127,-74,6646
-127,-73,6263
-127,-72,6280
-127,-71,7785
-127,-70,7866
-127,-69,7739
-127,-68,7868
-127,-67,7997
-127,-66,8126
-127,-65,7999
-127,-64,8144
-127,-63,6001
-127,-62,6066
-127,-61,5939
-127,-60,6068
-127,-59,4149
-127,-58,4278
-127,-57,4151
-127,-56,4296
-127,-55,5945
-127,-54,6090
-127,-53,5707
-127,-52,5836
-127,-51,5965
-127,-50,6094
-127,-49,5711
-127,-48,5792
-127,-47,2881
-127,-46,3010
-127,-45,2627
-127,-44,2772
-127,-43,2885
-127,-42,3030
-127,-41,2647
-127,-40,2728
-127,-39,3145
-127,-38,3226
-127,-37,3099
-127,-36,3228
-127,-35,3869
-127,-34,3998
-127,-33,3871
-127,-32,4080
-127,-31,1553
-127,-30,1618
-127,-29,1747
-127,-28,1748
-127,-27,2005
-127,-26,2006
-127,-25,1879
-127,-24,1832
-127,-23,1241
-127,-22,1194
-127,-21,1323
-127,-20,1324
-127,-19,1581
-127,-18,1582
-127,-17,1967
-127,-16,1984
-127,-15,1249
-127,-14,1186
-127,-13,1315
-127,-12,1332
-127,-11,549
-127,-10,566
-127,-9,951
-127,-8,968
-127,-7,297
-127,-6,378
-127,-5,507
-127,-4,508
-127,-3,253
-127,-2,254
-127,-1,127
-127,0,-16
-127,1,-127
-127,2,-254
-127,3,-253
-127,4,-508
-127,5,-507
-127,6,-378
-127,7,-297
-127,8,-968
-127,9,-951
-127,10,-566
-127,11,-549
-127,12,-1332
-127,13,-1315
-127,14,-1186
-127,15,-1249
-127,16,-1984
-127,17,-1967
-127,18,-1582
-127,19,-1581
-127,20,-1324
-127,21,-1323
-127,22,-1194
-127,23,-1241
-127,24,-1832
-127,25,-1879
-127,26,-2006
-127,27,-2005
-127,28,-1748
-127,29,-1747
-127,30,-1618
-127,31,-1553
-127,32,-4080
-127,33,-3871
-127,34,-3998
-127,35,-3869
-127,36,-3228
-127,37,-3099
-127,38,-3226
-127,39,-3145
-127,40,-2728
-127,41,-2647
-127,42,-3030
-127,43,-2885
-127,44,-2772
-127,45,-2627
-127,46,-3010
-127,47,-2881
-127,48,-5792
-127,49,-5711
-127,50,-6094
-127,51,-5965
-127,52,-5836
-127,53,-5707
-127,54,-6090
-127,55,-5945
-127,56,-4296
-127,57,-4151
-127,58,-4278
-127,59,-4149
-127,60,-6068
-127,61,-5939
-127,62,-6066
-127,63,-6001
-127,64,-8144
-127,65,-7999
-127,66,-8126
-127,67,-7997
-127,68,-7868
-127,69,-7739
-127,70,-7866
-127,71,-7785
-127,72,-6280
-127,73,-6263
-127,74,-6646
-127,75,-6501
-127,76,-6900
-127,77,-6755
-127,78,-7138
-127,79,-6945
-127,80,-7296
-127,81,-7279
-127,82,-7662
-127,83,-7533
-127,84,-7916
-127,85,-7787
-127,86,-8170
-127,87,-7961
-127,88,-6376
-127,89,-6167
-127,90,-6294
-127,91,-6165
-127,92,-7572
-127,93,-7443
-127,94,-7570
-127,95,-7505
-127,96,-5296
-127,97,-5343
-127,98,-5214
-127,99,-5213
-127,100,-5980
-127,101,-5979
-127,102,-6106
-127,103,-6025
-127,104,-5480
-127,105,-5399
-127,106,-5270
-127,107,-5253
-127,108,-6548
-127,109,-6531
-127,110,-6146
-127,111,-6273
-127,112,-6496
-127,113,-6415
-127,114,-6286
-127,115,-6285
-127,116,-6540
-127,117,-6539
-127,118,-6154
-127,119,-6265
-127,120,-7048
-127,121,-7159
-127,122,-7030
-127,123,-7029
-127,124,-6260
-127,125,-6259
-127,126,-6386
-127,127,-6321
-126,-128,16144
-126,-127,6386
-126,-126,6196
-126,-125,6326
-126,-124,6152
-126,-123,7098
-126,-122,6924
-126,-121,7054
-126,-120,7008
-126,-119,6274
-126,-118,6228
-126,-117,6614
-126,-116,6488
-126,-115,6362
-126,-114,6236
-126,-113,6622
-126,-112,6448
-126,-111,6290
-126,-110,6228
-126,-109,6614
-126,-108,6504
-126,-107,5338
-126,-106,5228
-126,-105,5614
-126,-104,5376
-126,-103,6114
-126,-102,5940
-126,-101,6070
-126,-100,5944
-126,-99,5306
-126,-98,5180
-126,-97,5310
-126,-96,5200
-126,-95,7602
-126,-94,7668
-126,-93,7542
-126,-92,7496
-126,-91,6266
-126,-90,6220
-126,-89,6350
-126,-88,6304
-126,-87,8002
-126,-86,7956
-126,-85,7830
-126,-84,7832
-126,-83,7578
-126,-82,7580
-126,-81,7198
-126,-80,7280
-126,-79,6994
-126,-78,6932
-126,-77,6806
-126,-76,6824
-126,-75,6554
-126,-74,6572
-126,-73,6190
-126,-72,6208
-126,-71,7842
-126,-70,7924
-126,-69,7798
-126,-68,7800
-126,-67,8058
-126,-66,8060
-126,-65,8190
-126,-64,8080
-126,-63,6002
-126,-62,6068
-126,-61,5942
-126,-60,6024
-126,-59,4154
-126,-58,4236
-126,-57,4110
-126,-56,4320
-126,-55,5890
-126,-54,6100
-126,-53,5718
-126,-52,5848
-126,-51,5978
-126,-50,6108
-126,-49,5726
-126,-48,5808
-126,-47,2834
-126,-46,3028
-126,-45,2646
-126,-44,2792
-126,-43,2906
-126,-42,3052
-126,-41,2670
-126,-40,2688
-126,-39,3170
-126,-38,3252
-126,-37,3126
-126,-36,3256
-126,-35,3898
-126,-34,4028
-126,-33,3902
-126,-32,4048
-126,-31,1586
-126,-30,1652
-126,-29,1782
-126,-28,1736
-126,-27,2042
-126,-26,1996
-126,-25,1870
-126,-24,1824
-126,-23,1218
-126,-22,1172
-126,-21,1302
-126,-20,1304
-126,-19,1562
-126,-18,1564
-126,-17,1950
-126,-16,2032
-126,-15,1234
-126,-14,1172
-126,-13,1302
-126,-12,1320
-126,-11,538
-126,-10,556
-126,-9,942
-126,-8,960
-126,-7,290
-126,-6,372
-126,-5,502
-126,-4,504
-126,-3,250
-126,-2,252
-126,-1,126
-126,0,-16
-126,1,-126
-126,2,-252
-126,3,-250
-126,4,-504
-126,5,-502
-126,6,-372
-126,7,-290
-126,8,-960
-126,9,-942
-126,10,-556
-126,11,-538
-126,12,-1320
-126,13,-1302
-126,14,-1172
-126,15,-1234
-126,16,-2032
-126,17,-1950
-126,18,-1564
-126,19,-1562
-126,20,-1304
-126,21,-1302
-126,22,-1172
-126,23,-1218
-126,24,-1824
-126,25,-1870
-126,26,-1996
-126,27,-2042
-126,28,-1736
-126,29,-1782
-126,30,-1652
-126,31,-1586
-126,32,-4048
-126,33,-3902
-126,34,-4028
-126,35,-3898
-126,36,-3256
-126,37,-3126
-126,38,-3252
-126,39,-3170
-126,40,-2688
-126,41,-2670
-126,42,-3052
-126,43,-2906
-126,44,-2792
-126,45,-2646
-126,46,-3028
-126,47,-2834
-126,48,-5808
-126,49,-5726
-126,50,-6108
-126,51,-5978
-126,52,-5848
-126,53,-5718
-126,54,-6100
-126,55,-5890
-126,56,-4320
-126,57,-4110
-126,58,-4236
-126,59,-4154
-126,60,-6024
-126,61,-5942
-126,62,-6068
-126,63,-6002
-126,64,-8080
-126,65,-8190
-126,66,-8060
-126,67,-8058
-126,68,-7800
-126,69,-7798
-126,70,-7924
-126,71,-7842
-126,72,-6208
-126,73,-6190
-126,74,-6572
-126,75,-6554
-126,76,-6824
-126,77,-6806
-126,78,-6932
-126,79,-6994
-126,80,-7280
-126,81,-7198
-126,82,-7580
-126,83,-7578
-126,84,-7832
-126,85,-7830
-126,86,-7956
-126,87,-8002
-126,88,-6304
-126,89,-6350
-126,90,-6220
-126,91,-6266
-126,92,-7496
-126,93,-7542
-126,94,-7668
-126,95,-7602
-126,96,-5200
-126,97,-5310
-126,98,-5180
-126,99,-5306
-126,100,-5944
-126,101,-6070
-126,102,-5940
-126,103,-6114
-126,104,-5376
-126,105,-5614
-126,106,-5228
-126,107,-5338
-126,108,-6504
-126,109,-6614
-126,110,-6228
-126,111,-6290
-126,112,-6448
-126,113,-6622
-126,114,-6236
-126,115,-6362
-126,116,-6488
-126,117,-6614
-126,118,-6228
-126,119,-6274
-126,120,-7008
-126,121,-7054
-126,122,-6924
-126,123,-7098
-126,124,-6152
-126,125,-6326
-126,126,-6196
-126,127,-6386
-125,-128,16016
-125,-127,6259
-125,-126,6294
-125,-125,6169
-125,-124,6284
-125,-123,6927
-125,-122,7058
-125,-121,6933
-125,-120,7144
-125,-119,6155
-125,-118,6382
-125,-117,6513
-125,-116,6628
-125,-115,6247
-125,-114,6378
-125,-113,6509
-125,-112,6528
-125,-111,6179
-125,-110,6342
-125,-109,6473
-125,-108,6652
-125,-107,5247
-125,-106,5314
-125,-105,5445
-125,-104,5528
-125,-103,6011
-125,-102,6046
-125,-101,5921
-125,-100,6036
-125,-99,5143
-125,-98,5274
-125,-97,5149
-125,-96,5360
-125,-95,7635
-125,-94,7478
-125,-93,7609
-125,-92,7468
-125,-91,6319
-125,-90,6194
-125,-89,6325
-125,-88,6216
-125,-87,8107
-125,-86,8014
-125,-85,7889
-125,-84,7748
-125,-83,7623
-125,-82,7498
-125,-81,7373
-125,-80,7200
-125,-79,7043
-125,-78,7014
-125,-77,6889
-125,-76,6748
-125,-75,6623
-125,-74,6498
-125,-73,6373
-125,-72,6200
-125,-71,7899
-125,-70,7742
-125,-69,7809
-125,-68,7732
-125,-67,8119
-125,-66,7994
-125,-65,8125
-125,-64,8016
-125,-63,6067
-125,-62,6102
-125,-61,5977
-125,-60,5964
-125,-59,4175
-125,-58,4178
-125,-57,4309
-125,-56,4264
-125,-55,5963
-125,-54,5934
-125,-53,5809
-125,-52,5796
-125,-51,6055
-125,-50,6058
-125,-49,5677
-125,-48,5696
-125,-47,2915
-125,-46,2822
-125,-45,2697
-125,-44,2748
-125,-43,3007
-125,-42,2946
-125,-41,2565
-125,-40,2648
-125,-39,3259
-125,-38,3294
-125,-37,3169
-125,-36,3156
-125,-35,3927
-125,-34,3930
-125,-33,4061
-125,-32,4016
-125,-31,1555
-125,-30,1654
-125,-29,1785
-125,-28,1772
-125,-27,2031
-125,-26,2034
-125,-25,1909
-125,-24,1800
-125,-23,1259
-125,-22,1166
-125,-21,1297
-125,-20,1284
-125,-19,1543
-125,-18,1546
-125,-17,1933
-125,-16,2016
-125,-15,1219
-125,-14,1190
-125,-13,1321
-125,-12,1308
-125,-11,543
-125,-10,546
-125,-9,933
-125,-8,1016
-125,-7,283
-125,-6,382
-125,-5,449
-125,-4,500
-125,-3,247
-125,-2,250
-125,-1,125
-125,0,-16
-125,1,-125
-125,2,-250
-125,3,-247
-125,4,-500
-125,5,-449
-125,6,-382
-125,7,-283
-125,8,-1016
-125,9,-933
-125,10,-546
-125,11,-543
-125,12,-1308
-125,13,-1321
-125,14,-1190
-125,15,-1219
-125,16,-2016
-125,17,-1933
-125,18,-1546
-125,19,-1543
-125,20,-1284
-125,21,-1297
-125,22,-1166
-125,23,-1259
-125,24,-1800
-125,25,-1909
-125,26,-2034
-125,27,-2031
-125,28,-1772
-125,29,-1785
-125,30,-1654
-125,31,-1555
-125,32,-4016
-125,33,-4061
-125,34,-3930
-125,35,-3927
-125,36,-3156
-125,37,-3169
-125,38,-3294
-125,39,-3259
-125,40,-2648
-125,41,-2565
-125,42,-2946
-125,43,-3007
-125,44,-2748
-125,45,-2697
-125,46,-2822
-125,47,-2915
-125,48,-5696
-125,49,-5677
-125,50,-6058
-125,51,-6055
-125,52,-5796
-125,53,-5809
-125,54,-5934
-125,55,-5963
-125,56,-4264
-125,57,-4309
-125,58,-4178
-125,59,-4175
-125,60,-5964
-125,61,-5977
-125,62,-6102
-125,63,-6067
-125,64,-8016
-125,65,-8125
-125,66,-7994
-125,67,-8119
-125,68,-7732
-125,69,-7809
-125,70,-7742
-125,71,-7899
-125,72,-6200
-125,73,-6373
-125,74,-6498
-125,75,-6623
-125,76,-6748
-125,77,-6889
-125,78,-7014
-125,79,-7043
-125,80,-7200
-125,81,-7373
-125,82,-7498
-125,83,-7623
-125,84,-7748
-125,85,-7889
-125,86,-8014
-125,87,-8107
-125,88,-6216
-125,89,-6325
-125,90,-6194
-125,91,-6319
-125,92,-7468
-125,93,-7609
-125,94,-7478
-125,95,-7635
-125,96,-5360
-125,97,-5149
-125,98,-5274
-125,99,-5143
-125,100,-6036
-125,101,-5921
-125,102,-6046
-125,103,-6011
-125,104,-5528
-125,105,-5445
-125,106,-5314
-125,107,-5247
-125,108,-6652
-125,109,-6473
-125,110,-6342
-125,111,-6179
-125,112,-6528
-125,113,-6509
-125,114,-6378
-125,115,-6247
-125,116,-6628
-125,117,-6513
-125,118,-6382
-125,119,-6155
-125,120,-7144
-125,121,-6933
-125,122,-7058
-125,123,-6927
-125,124,-6284
-125,125,-6169
-125,126,-6294
-125,127,-6259
-124,-128,15888
-124,-127,6324
-124,-126,6360
-124,-125,6236
-124,-124,6224
-124,-123,6996
-124,-122,7000
-124,-121,7132
-124,-120,7088
-124,-119,6228
-124,-118,6200
-124,-117,6588
-124,-116,6576
-124,-115,6324
-124,-114,6328
-124,-113,6460
-124,-112,6480
-124,-111,6260
-124,-110,6168
-124,-109,6556
-124,-108,6544
-124,-107,5268
-124,-106,5272
-124,-105,5404
-124,-104,5488
-124,-103,6036
-124,-102,6136
-124,-101,6012
-124,-100,6000
-124,-99,5236
-124,-98,5240
-124,-97,5372
-124,-96,5264
-124,-95,7476
-124,-94,7512
-124,-93,7644
-124,-92,7632
-124,-91,6356
-124,-90,6360
-124,-89,6236
-124,-88,6192
-124,-87,8148
-124,-86,8120
-124,-85,7740
-124,-84,7728
-124,-83,7476
-124,-82,7480
-124,-81,7356
-124,-80,7376
-124,-79,7156
-124,-78,7064
-124,-77,6684
-124,-76,6672
-124,-75,6420
-124,-74,6424
-124,-73,6300
-124,-72,6384
-124,-71,7700
-124,-70,7800
-124,-69,7932
-124,-68,7920
-124,-67,8180
-124,-66,8184
-124,-65,8060
-124,-64,7952
-124,-63,6068
-124,-62,6104
-124,-61,5980
-124,-60,5968
-124,-59,4180
-124,-58,4184
-124,-57,4316
-124,-56,4272
-124,-55,5972
-124,-54,5944
-124,-53,5820
-124,-52,5808
-124,-51,6068
-124,-50,6072
-124,-49,5692
-124,-48,5712
-124,-47,2932
-124,-46,2840
-124,-45,2716
-124,-44,2704
-124,-43,2964
-124,-42,2968
-124,-41,2588
-124,-40,2672
-124,-39,3220
-124,-38,3320
-124,-37,3196
-124,-36,3184
-124,-35,3956
-124,-34,3960
-124,-33,4092
-124,-32,3984
-124,-31,1588
-124,-30,1624
-124,-29,1756
-124,-28,1744
-124,-27,2004
-124,-26,2008
-124,-25,1884
-124,-24,1840
-124,-23,1236
-124,-22,1208
-124,-21,1340
-124,-20,1328
-124,-19,1588
-124,-18,1592
-124,-17,1980
-124,-16,2000
-124,-15,1268
-124,-14,1176
-124,-13,1308
-124,-12,1296
-124,-11,532
-124,-10,536
-124,-9,924
-124,-8,1008
-124,-7,276
-124,-6,376
-124,-5,508
-124,-4,496
-124,-3,244
-124,-2,248
-124,-1,124
-124,0,-16
-124,1,-124
-124,2,-248
-124,3,-244
-124,4,-496
-124,5,-508
-124,6,-376
-124,7,-276
-124,8,-1008
-124,9,-924
-124,10,-536
-124,11,-532
-124,12,-1296
-124,13,-1308
-124,14,-1176
-124,15,-1268
-124,16,-2000
-124,17,-1980
-124,18,-1592
-124,19,-1588
-124,20,-1328
-124,21,-1340
-124,22,-1208
-124,23,-1236
-124,24,-1840
-124,25,-1884
-124,26,-2008
-124,27,-2004
-124,28,-1744
-124,29,-1756
-124,30,-1624
-124,31,-1588
-124,32,-3984
-124,33,-4092
-124,34,-3960
-124,35,-3956
-124,36,-3184
-124,37,-3196
-124,38,-3320
-124,39,-3220
-124,40,-2672
-124,41,-2588
-124,42,-2968
-124,43,-2964
-124,44,-2704
-124,45,-2716
-124,46,-2840
-124,47,-2932
-124,48,-5712
-124,49,-5692
-124,50,-6072
-124,51,-6068
-124,52,-5808
-124,53,-5820
-124,54,-5944
-124,55,-5972
-124,56,-4272
-124,57,-4316
-124,58,-4184
-124,59,-4180
-124,60,-5968
-124,61,-5980
-124,62,-6104
-124,63,-6068
-124,64,-7952
-124,65,-8060
-124,66,-8184
-124,67,-8180
-124,68,-7920
-124,69,-7932
-124,70,-7800
-124,71,-7700
-124,72,-6384
-124,73,-6300
-124,74,-6424
-124,75,-6420
-124,76,-6672
-124,77,-6684
-124,78,-7064
-124,79,-7156
-124,80,-7376
-124,81,-7356
-124,82,-7480
-124,83,-7476
-124,84,-7728
-124,85,-7740
-124,86,-8120
-124,87,-8148
-124,88,-6192
-124,89,-6236
-124,90,-6360
-124,91,-6356
-124,92,-7632
-124,93,-7644
-124,94,-7512
-124,95,-7476
-124,96,-5264
-124,97,-5372
-124,98,-5240
-124,99,-5236
-124,100,-6000
-124,101,-6012
-124,102,-6136
-124,103,-6036
-124,104,-5488
-124,105,-5404
-124,106,-5272
-124,107,-5268
-124,108,-6544
-124,109,-6556
-124,110,-6168
-124,111,-6260
-124,112,-6480
-124,113,-6460
-124,114,-6328
-124,115,-6324
-124,116,-6576
-124,117,-6588
-124,118,-6200
-124,119,-6228
-124,120,-7088
-124,121,-7132
-124,122,-7000
-124,123,-6996
-124,124,-6224
-124,125,-6236
-124,126,-6360
-124,127,-6324
-123,-128,15760
-123,-127,6517
-123,-126,6458
-123,-125,6575
-123,-124,6548
-123,-123,6809
-123,-122,6798
-123,-121,6675
-123,-120,6760
-123,-119,6573
-123,-118,6642
-123,-117,6247
-123,-116,6220
-123,-115,6481
-123,-114,6470
-123,-113,6347
-123,-112,6304
-123,-111,6597
-123,-110,6554
-123,-109,6159
-123,-108,6196
-123,-107,5417
-123,-106,5422
-123,-105,5299
-123,-104,5320
-123,-103,5693
-123,-102,5698
-123,-101,5879
-123,-100,5852
-123,-99,5601
-123,-98,5590
-123,-97,5467
-123,-96,5424
-123,-95,7317
-123,-94,7258
-123,-93,7375
-123,-92,7284
-123,-91,6649
-123,-90,6510
-123,-89,6643
-123,-88,6408
-123,-87,7885
-123,-86,7698
-123,-85,8071
-123,-84,7980
-123,-83,7345
-123,-82,7206
-123,-81,7595
-123,-80,7488
-123,-79,6693
-123,-78,6906
-123,-77,7023
-123,-76,7124
-123,-75,6217
-123,-74,6350
-123,-73,6483
-123,-72,6568
-123,-71,8029
-123,-70,8098
-123,-69,7959
-123,-68,8124
-123,-67,7745
-123,-66,7862
-123,-65,7739
-123,-64,7888
-123,-63,5941
-123,-62,6138
-123,-61,5999
-123,-60,6100
-123,-59,4185
-123,-58,4302
-123,-57,4179
-123,-56,4264
-123,-55,5997
-123,-54,6066
-123,-53,5671
-123,-52,5772
-123,-51,5905
-123,-50,6022
-123,-49,5643
-123,-48,5856
-123,-47,2949
-123,-46,2906
-123,-45,2767
-123,-44,2676
-123,-43,3049
-123,-42,2926
-123,-41,2803
-123,-40,2568
-123,-39,3325
-123,-38,3074
-123,-37,3255
-123,-36,3100
-123,-35,4001
-123,-34,3862
-123,-33,3995
-123,-32,3952
-123,-31,1621
-123,-30,1562
-123,-29,1679
-123,-28,1716
-123,-27,1977
-123,-26,1966
-123,-25,1843
-123,-24,1864
-123,-23,1165
-123,-22,1234
-123,-21,1351
-123,-20,1388
-123,-19,1649
-123,-18,1638
-123,-17,2027
-123,-16,1920
-123,-15,1253
-123,-14,1210
-123,-13,1327
-123,-12,1300
-123,-11,521
-123,-10,526
-123,-9,915
-123,-8,1000
-123,-7,285
-123,-6,354
-123,-5,471
-123,-4,508
-123,-3,257
-123,-2,246
-123,-1,123
-123,0,-16
-123,1,-123
-123,2,-246
-123,3,-257
-123,4,-508
-123,5,-471
-123,6,-354
-123,7,-285
-123,8,-1000
-123,9,-915
-123,10,-526
-123,11,-521
-123,12,-1300
-123,13,-1327
-123,14,-1210
-123,15,-1253
-123,16,-1920
-123,17,-2027
-123,18,-1638
-123,19,-1649
-123,20,-1388
-123,21,-1351
-123,22,-1234
-123,23,-1165
-123,24,-1864
-123,25,-1843
-123,26,-1966
-123,27,-1977
-123,28,-1716
-123,29,-1679
-123,30,-1562
-123,31,-1621
-123,32,-3952
-123,33,-3995
-123,34,-3862
-123,35,-4001
-123,36,-3100
-123,37,-3255
-123,38,-3074
-123,39,-3325
-123,40,-2568
-123,41,-2803
-123,42,-2926
-123,43,-3049
-123,44,-2676
-123,45,-2767
-123,46,-2906
-123,47,-2949
-123,48,-5856
-123,49,-5643
-123,50,-6022
-123,51,-5905
-123,52,-5772
-123,53,-5671
-123,54,-6066
-123,55,-5997
-123,56,-4264
-123,57,-4179
-123,58,-4302
-123,59,-4185
-123,60,-6100
-123,61,-5999
-123,62,-6138
-123,63,-5941
-123,64,-7888
-123,65,-7739
-123,66,-7862
-123,67,-7745
-123,68,-8124
-123,69,-7959
-123,70,-8098
-123,71,-8029
-123,72,-6568
-123,73,-6483
-123,74,-6350
-123,75,-6217
-123,76,-7124
-123,77,-7023
-123,78,-6906
-123,79,-6693
-123,80,-7488
-123,81,-7595
-123,82,-7206
-123,83,-7345
-123,84,-7980
-123,85,-8071
-123,86,-7698
-123,87,-7885
-123,88,-6408
-123,89,-6643
-123,90,-6510
-123,91,-6649
-123,92,-7284
-123,93,-7375
-123,94,-7258
-123,95,-7317
-123,96,-5424
-123,97,-5467
-123,98,-5590
-123,99,-5601
-123,100,-5852
-123,101,-5879
-123,102,-5698
-123,103,-5693
-123,104,-5320
-123,105,-5299
-123,106,-5422
-123,107,-5417
-123,108,-6196
-123,109,-6159
-123,110,-6554
-123,111,-6597
-123,112,-6304
-123,113,-6347
-123,114,-6470
-123,115,-6481
-123,116,-6220
-123,117,-6247
-123,118,-6642
-123,119,-6573
-123,120,-6760
-123,121,-6675
-123,122,-6798
-123,123,-6809
-123,124,-6548
-123,125,-6575
-123,126,-6458
-123,127,-6517
-122,-128,15632
-122,-127,6582
-122,-126,6476
-122,-125,6594
-122,-124,6504
-122,-123,6878
-122,-122,6756
-122,-121,6890
-122,-120,6656
-122,-119,6646
-122,-118,6460
-122,-117,6322
-122,-116,6168
-122,-115,6558
-122,-114,6420
-122,-113,6298
-122,-112,6256
-122,-111,6422
-122,-110,6636
-122,-109,6242
-122,-108,6344
-122,-107,5502
-122,-106,5572
-122,-105,5194
-122,-104,5280
-122,-103,5718
-122,-102,5788
-122,-101,5650
-122,-100,5816
-122,-99,5438
-122,-98,5556
-122,-97,5434
