A,B,Product
-128,-17,17400
-128,-16,17400
-128,-15,17400
-128,-14,17400
-128,-13,17400
-128,-12,17400
-128,-11,17400
-128,-10,17400
-128,-9,17400
-128,-8,17400
-128,-7,17400
-128,-6,17400
-128,-5,17400
-128,-4,17400
-128,-3,17400
-128,-2,17400
-128,-1,17400
-128,0,-17400
-128,1,-17400
-128,2,-17400
-128,3,-17400
-128,4,-17400
-128,5,-17400
-128,6,-17400
-128,7,-17400
-128,8,-17400
-128,9,-17400
-128,10,-17400
-128,11,-17400
-128,12,-17400
-128,13,-17400
-128,14,-17400
-128,15,-17400
-128,16,-17400
-128,17,-17400
-128,18,-17400
-128,19,-17400
-128,20,-17400
-128,21,-17400
-128,22,-17400
-128,23,-17400
-128,24,-17400
-128,25,-17400
-128,26,-17400
-128,27,-17400
-128,28,-17400
-128,29,-17400
-128,30,-17400
-128,31,-17400
-128,32,-17400
-128,33,-17400
-128,34,-17400
-128,35,-17400
-128,36,-17400
-128,37,-17400
-128,38,-17400
-128,39,-17400
-128,40,-17400
-128,41,-17400
-128,42,-17400
-128,43,-17400
-128,44,-17400
-128,45,-17400
-128,46,-17400
-128,47,-17400
-128,48,-17400
-128,49,-17400
-128,50,-17400
-128,51,-17400
-128,52,-17400
-128,53,-17400
-128,54,-17400
-128,55,-17400
-128,56,-17400
-128,57,-17400
-128,58,-17400
-128,59,-17400
-128,60,-17400
-128,61,-17400
-128,62,-17400
-128,63,-17400
-128,64,-17400
-128,65,-17400
-128,66,-17400
-128,67,-17400
-128,68,-17400
-128,69,-17400
-128,70,-17400
-128,71,-17400
-128,72,-17400
-128,73,-17400
-128,74,-17400
-128,75,-17400
-128,76,-17400
-128,77,-17400
-128,78,-17400
-128,79,-17400
-128,80,-17400
-128,81,-17400
-128,82,-17400
-128,83,-17400
-128,84,-17400
-128,85,-17400
-128,86,-17400
-128,87,-17400
-128,88,-17400
-128,89,-17400
-128,90,-17400
-128,91,-17400
-128,92,-17400
-128,93,-17400
-128,94,-17400
-128,95,-17400
-128,96,-17400
-128,97,-17400
-128,98,-17400
-128,99,-17400
-128,100,-17400
-128,101,-17400
-128,102,-17400
-128,103,-17400
-128,104,-17400
-128,105,-17400
-128,106,-17400
-128,107,-17400
-128,108,-17400
-128,109,-17400
-128,110,-17400
-128,111,-17400
-128,112,-17400
-128,113,-17400
-128,114,-17400
-128,115,-17400
-128,116,-17400
-128,117,-17400
-128,118,-17400
-128,119,-17400
-128,120,-17400
-128,121,-17400
-128,122,-17400
-128,123,-17400
-128,124,-17400
-128,125,-17400
-128,126,-17400
-128,127,-17400
-127,-128,21496
-127,-127,22145
-127,-126,22018
-127,-125,22019
-127,-124,21524
-127,-123,22021
-127,-122,21526
-127,-121,21527
-127,-120,21520
-127,-119,21001
-127,-118,20994
-127,-117,20995
-127,-116,20492
-127,-115,20997
-127,-114,20494
-127,-113,20495
-127,-112,20488
-127,-111,24081
-127,-110,24338
-127,-109,24339
-127,-108,23572
-127,-107,24341
-127,-106,23574
-127,-105,23575
-127,-104,23568
-127,-103,24345
-127,-102,24338
-127,-101,23571
-127,-100,23612
-127,-99,23573
-127,-98,23614
-127,-97,23615
-127,-96,23608
-127,-95,20513
-127,-94,20546
-127,-93,20291
-127,-92,20692
-127,-91,20549
-127,-90,20694
-127,-89,20695
-127,-88,20688
-127,-87,19529
-127,-86,19522
-127,-85,19523
-127,-84,19660
-127,-83,19525
-127,-82,19662
-127,-81,19663
-127,-80,19656
-127,-79,19537
-127,-78,19474
-127,-77,19219
-127,-76,19668
-127,-75,19221
-127,-74,19670
-127,-73,19671
-127,-72,19664
-127,-71,19481
-127,-70,19474
-127,-69,19219
-127,-68,19452
-127,-67,19221
-127,-66,19454
-127,-65,19455
-127,-64,19448
-127,-63,22081
-127,-62,22018
-127,-61,22019
-127,-60,22228
-127,-59,20485
-127,-58,20694
-127,-57,20695
-127,-56,20688
-127,-55,20489
-127,-54,20482
-127,-53,20483
-127,-52,20684
-127,-51,20485
-127,-50,20686
-127,-49,20687
-127,-48,20680
-127,-47,20497
-127,-46,20498
-127,-45,20499
-127,-44,20692
-127,-43,20501
-127,-42,20694
-127,-41,20695
-127,-40,20688
-127,-39,20505
-127,-38,20498
-127,-37,20243
-127,-36,20284
-127,-35,20245
-127,-34,20286
-127,-33,20287
-127,-32,20280
-127,-31,20001
-127,-30,20034
-127,-29,20035
-127,-28,20180
-127,-27,20549
-127,-26,20694
-127,-25,20695
-127,-24,20688
-127,-23,17481
-127,-22,17474
-127,-21,17475
-127,-20,17612
-127,-19,17477
-127,-18,17614
-127,-17,17615
-127,-16,17608
-127,-15,18001
-127,-14,17938
-127,-13,17939
-127,-12,18132
-127,-11,16917
-127,-10,17110
-127,-9,17111
-127,-8,17104
-127,-7,16921
-127,-6,16914
-127,-5,17171
-127,-4,17404
-127,-3,17173
-127,-2,17406
-127,-1,17407
-127,0,-17400
-127,1,-17407
-127,2,-17406
-127,3,-17173
-127,4,-17404
-127,5,-17171
-127,6,-16914
-127,7,-16921
-127,8,-17104
-127,9,-17111
-127,10,-17110
-127,11,-16917
-127,12,-18132
-127,13,-17939
-127,14,-17938
-127,15,-18001
-127,16,-17608
-127,17,-17615
-127,18,-17614
-127,19,-17477
-127,20,-17612
-127,21,-17475
-127,22,-17474
-127,23,-17481
-127,24,-20688
-127,25,-20695
-127,26,-20694
-127,27,-20549
-127,28,-20180
-127,29,-20035
-127,30,-20034
-127,31,-20001
-127,32,-20280
-127,33,-20287
-127,34,-20286
-127,35,-20245
-127,36,-20284
-127,37,-20243
-127,38,-20498
-127,39,-20505
-127,40,-20688
-127,41,-20695
-127,42,-20694
-127,43,-20501
-127,44,-20692
-127,45,-20499
-127,46,-20498
-127,47,-20497
-127,48,-20680
-127,49,-20687
-127,50,-20686
-127,51,-20485
-127,52,-20684
-127,53,-20483
-127,54,-20482
-127,55,-20489
-127,56,-20688
-127,57,-20695
-127,58,-20694
-127,59,-20485
-127,60,-22228
-127,61,-22019
-127,62,-22018
-127,63,-22081
-127,64,-19448
-127,65,-19455
-127,66,-19454
-127,67,-19221
-127,68,-19452
-127,69,-19219
-127,70,-19474
-127,71,-19481
-127,72,-19664
-127,73,-19671
-127,74,-19670
-127,75,-19221
-127,76,-19668
-127,77,-19219
-127,78,-19474
-127,79,-19537
-127,80,-19656
-127,81,-19663
-127,82,-19662
-127,83,-19525
-127,84,-19660
-127,85,-19523
-127,86,-19522
-127,87,-19529
-127,88,-20688
-127,89,-20695
-127,90,-20694
-127,91,-20549
-127,92,-20692
-127,93,-20291
-127,94,-20546
-127,95,-20513
-127,96,-23608
-127,97,-23615
-127,98,-23614
-127,99,-23573
-127,100,-23612
-127,101,-23571
-127,102,-24338
-127,103,-24345
-127,104,-23568
-127,105,-23575
-127,106,-23574
-127,107,-24341
-127,108,-23572
-127,109,-24339
-127,110,-24338
-127,111,-24081
-127,112,-20488
-127,113,-20495
-127,114,-20494
-127,115,-20997
-127,116,-20492
-127,117,-20995
-127,118,-20994
-127,119,-21001
-127,120,-21520
-127,121,-21527
-127,122,-21526
-127,123,-22021
-127,124,-21524
-127,125,-22019
-127,126,-22018
-127,127,-22145
-126,-128,21496
-126,-127,22018
-126,-126,22348
-126,-125,22350
-126,-124,21704
-126,-123,22354
-126,-122,21708
-126,-121,21710
-126,-120,21704
-126,-119,21330
-126,-118,21324
-126,-117,21326
-126,-116,20664
-126,-115,21330
-126,-114,20668
-126,-113,20670
-126,-112,20664
-126,-111,24386
-126,-110,24332
-126,-109,24334
-126,-108,23752
-126,-107,24338
-126,-106,23756
-126,-105,23758
-126,-104,23752
-126,-103,24338
-126,-102,24332
-126,-101,23566
-126,-100,23800
-126,-99,23570
-126,-98,23804
-126,-97,23806
-126,-96,23800
-126,-95,20482
-126,-94,20556
-126,-93,20302
-126,-92,20680
-126,-91,20562
-126,-90,20684
-126,-89,20686
-126,-88,20680
-126,-87,19538
-126,-86,19532
-126,-85,19534
-126,-84,19640
-126,-83,19538
-126,-82,19644
-126,-81,19646
-126,-80,19640
-126,-79,19522
-126,-78,19468
-126,-77,19214
-126,-76,19656
-126,-75,19218
-126,-74,19660
-126,-73,19662
-126,-72,19656
-126,-71,19474
-126,-70,19468
-126,-69,19214
-126,-68,19448
-126,-67,19218
-126,-66,19452
-126,-65,19454
-126,-64,19448
-126,-63,22018
-126,-62,22092
-126,-61,22094
-126,-60,22216
-126,-59,20562
-126,-58,20684
-126,-57,20686
-126,-56,20680
-126,-55,20562
-126,-54,20556
-126,-53,20558
-126,-52,20664
-126,-51,20562
-126,-50,20668
-126,-49,20670
-126,-48,20664
-126,-47,20546
-126,-46,20492
-126,-45,20494
-126,-44,20680
-126,-43,20498
-126,-42,20684
-126,-41,20686
-126,-40,20680
-126,-39,20498
-126,-38,20492
-126,-37,20238
-126,-36,20472
-126,-35,20242
-126,-34,20476
-126,-33,20478
-126,-32,20472
-126,-31,19970
-126,-30,20044
-126,-29,20046
-126,-28,20168
-126,-27,20562
-126,-26,20684
-126,-25,20686
-126,-24,20680
-126,-23,17490
-126,-22,17484
-126,-21,17486
-126,-20,17592
-126,-19,17490
-126,-18,17596
-126,-17,17598
-126,-16,17592
-126,-15,17986
-126,-14,17932
-126,-13,17934
-126,-12,18120
-126,-11,16914
-126,-10,17100
-126,-9,17102
-126,-8,17096
-126,-7,16914
-126,-6,16908
-126,-5,17166
-126,-4,17400
-126,-3,17170
-126,-2,17404
-126,-1,17406
-126,0,-17400
-126,1,-17406
-126,2,-17404
-126,3,-17170
-126,4,-17400
-126,5,-17166
-126,6,-16908
-126,7,-16914
-126,8,-17096
-126,9,-17102
-126,10,-17100
-126,11,-16914
-126,12,-18120
-126,13,-17934
-126,14,-17932
-126,15,-17986
-126,16,-17592
-126,17,-17598
-126,18,-17596
-126,19,-17490
-126,20,-17592
-126,21,-17486
-126,22,-17484
-126,23,-17490
-126,24,-20680
-126,25,-20686
-126,26,-20684
-126,27,-20562
-126,28,-20168
-126,29,-20046
-126,30,-20044
-126,31,-19970
-126,32,-20472
-126,33,-20478
-126,34,-20476
-126,35,-20242
-126,36,-20472
-126,37,-20238
-126,38,-20492
-126,39,-20498
-126,40,-20680
-126,41,-20686
-126,42,-20684
-126,43,-20498
-126,44,-20680
-126,45,-20494
-126,46,-20492
-126,47,-20546
-126,48,-20664
-126,49,-20670
-126,50,-20668
-126,51,-20562
-126,52,-20664
-126,53,-20558
-126,54,-20556
-126,55,-20562
-126,56,-20680
-126,57,-20686
-126,58,-20684
-126,59,-20562
-126,60,-22216
-126,61,-22094
-126,62,-22092
-126,63,-22018
-126,64,-19448
-126,65,-19454
-126,66,-19452
-126,67,-19218
-126,68,-19448
-126,69,-19214
-126,70,-19468
-126,71,-19474
-126,72,-19656
-126,73,-19662
-126,74,-19660
-126,75,-19218
-126,76,-19656
-126,77,-19214
-126,78,-19468
-126,79,-19522
-126,80,-19640
-126,81,-19646
-126,82,-19644
-126,83,-19538
-126,84,-19640
-126,85,-19534
-126,86,-19532
-126,87,-19538
-126,88,-20680
-126,89,-20686
-126,90,-20684
-126,91,-20562
-126,92,-20680
-126,93,-20302
-126,94,-20556
-126,95,-20482
-126,96,-23800
-126,97,-23806
-126,98,-23804
-126,99,-23570
-126,100,-23800
-126,101,-23566
-126,102,-24332
-126,103,-24338
-126,104,-23752
-126,105,-23758
-126,106,-23756
-126,107,-24338
-126,108,-23752
-126,109,-24334
-126,110,-24332
-126,111,-24386
-126,112,-20664
-126,113,-20670
-126,114,-20668
-126,115,-21330
-126,116,-20664
-126,117,-21326
-126,118,-21324
-126,119,-21330
-126,120,-21704
-126,121,-21710
-126,122,-21708
-126,123,-22354
-126,124,-21704
-126,125,-22350
-126,126,-22348
-126,127,-22018
-125,-128,22520
-125,-127,21507
-125,-126,21526
-125,-125,21521
-125,-124,21716
-125,-123,21535
-125,-122,21714
-125,-121,21717
-125,-120,21712
-125,-119,20515
-125,-118,20494
-125,-117,20497
-125,-116,20524
-125,-115,20511
-125,-114,20522
-125,-113,20525
-125,-112,20520
-125,-111,23571
-125,-110,23558
-125,-109,23553
-125,-108,23748
-125,-107,23567
-125,-106,23746
-125,-105,23749
-125,-104,23744
-125,-103,23571
-125,-102,23678
-125,-101,23297
-125,-100,23356
-125,-99,23311
-125,-98,23354
-125,-97,23357
-125,-96,23352
-125,-95,20675
-125,-94,20598
-125,-93,20337
-125,-92,20692
-125,-91,20607
-125,-90,20690
-125,-89,20693
-125,-88,20688
-125,-87,19459
-125,-86,19566
-125,-85,19569
-125,-84,19468
-125,-83,19583
-125,-82,19466
-125,-81,19469
-125,-80,19464
-125,-79,19539
-125,-78,19462
-125,-77,19201
-125,-76,19652
-125,-75,19215
-125,-74,19650
-125,-73,19653
-125,-72,19648
-125,-71,19475
-125,-70,19582
-125,-69,19201
-125,-68,19452
-125,-67,19215
-125,-66,19450
-125,-65,19453
-125,-64,19448
-125,-63,22019
-125,-62,22038
-125,-61,22033
-125,-60,22228
-125,-59,20511
-125,-58,20690
-125,-57,20693
-125,-56,20688
-125,-55,20515
-125,-54,20494
-125,-53,20497
-125,-52,20524
-125,-51,20511
-125,-50,20522
-125,-49,20525
-125,-48,20520
-125,-47,20499
-125,-46,20486
-125,-45,20481
-125,-44,20676
-125,-43,20495
-125,-42,20674
-125,-41,20677
-125,-40,20672
-125,-39,20499
-125,-38,20606
-125,-37,20225
-125,-36,20284
-125,-35,20239
-125,-34,20282
-125,-33,20285
-125,-32,20280
-125,-31,20035
-125,-30,20086
-125,-29,20081
-125,-28,20180
-125,-27,20607
-125,-26,20690
-125,-25,20693
-125,-24,20688
-125,-23,17411
-125,-22,17518
-125,-21,17521
-125,-20,17420
-125,-19,17535
-125,-18,17418
-125,-17,17421
-125,-16,17416
-125,-15,18003
-125,-14,17926
-125,-13,17921
-125,-12,18116
-125,-11,16911
-125,-10,17090
-125,-9,17093
-125,-8,17088
-125,-7,16915
-125,-6,17022
-125,-5,17153
-125,-4,17404
-125,-3,17167
-125,-2,17402
-125,-1,17405
-125,0,-17400
-125,1,-17405
-125,2,-17402
-125,3,-17167
-125,4,-17404
-125,5,-17153
-125,6,-17022
-125,7,-16915
-125,8,-17088
-125,9,-17093
-125,10,-17090
-125,11,-16911
-125,12,-18116
-125,13,-17921
-125,14,-17926
-125,15,-18003
-125,16,-17416
-125,17,-17421
-125,18,-17418
-125,19,-17535
-125,20,-17420
-125,21,-17521
-125,22,-17518
-125,23,-17411
-125,24,-20688
-125,25,-20693
-125,26,-20690
-125,27,-20607
-125,28,-20180
-125,29,-20081
-125,30,-20086
-125,31,-20035
-125,32,-20280
-125,33,-20285
-125,34,-20282
-125,35,-20239
-125,36,-20284
-125,37,-20225
-125,38,-20606
-125,39,-20499
-125,40,-20672
-125,41,-20677
-125,42,-20674
-125,43,-20495
-125,44,-20676
-125,45,-20481
-125,46,-20486
-125,47,-20499
-125,48,-20520
-125,49,-20525
-125,50,-20522
-125,51,-20511
-125,52,-20524
-125,53,-20497
-125,54,-20494
-125,55,-20515
-125,56,-20688
-125,57,-20693
-125,58,-20690
-125,59,-20511
-125,60,-22228
-125,61,-22033
-125,62,-22038
-125,63,-22019
-125,64,-19448
-125,65,-19453
-125,66,-19450
-125,67,-19215
-125,68,-19452
-125,69,-19201
-125,70,-19582
-125,71,-19475
-125,72,-19648
-125,73,-19653
-125,74,-19650
-125,75,-19215
-125,76,-19652
-125,77,-19201
-125,78,-19462
-125,79,-19539
-125,80,-19464
-125,81,-19469
-125,82,-19466
-125,83,-19583
-125,84,-19468
-125,85,-19569
-125,86,-19566
-125,87,-19459
-125,88,-20688
-125,89,-20693
-125,90,-20690
-125,91,-20607
-125,92,-20692
-125,93,-20337
-125,94,-20598
-125,95,-20675
-125,96,-23352
-125,97,-23357
-125,98,-23354
-125,99,-23311
-125,100,-23356
-125,101,-23297
-125,102,-23678
-125,103,-23571
-125,104,-23744
-125,105,-23749
-125,106,-23746
-125,107,-23567
-125,108,-23748
-125,109,-23553
-125,110,-23558
-125,111,-23571
-125,112,-20520
-125,113,-20525
-125,114,-20522
-125,115,-20511
-125,116,-20524
-125,117,-20497
-125,118,-20494
-125,119,-20515
-125,120,-21712
-125,121,-21717
-125,122,-21714
-125,123,-21535
-125,124,-21716
-125,125,-21521
-125,126,-21526
-125,127,-21507
-124,-128,22520
-124,-127,21580
-124,-126,21624
-124,-125,21628
-124,-124,21688
-124,-123,21516
-124,-122,21688
-124,-121,21692
-124,-120,21688
-124,-119,20492
-124,-118,20600
-124,-117,20604
-124,-116,20728
-124,-115,20492
-124,-114,20728
-124,-113,20732
-124,-112,20728
-124,-111,23628
-124,-110,23672
-124,-109,23676
-124,-108,23736
-124,-107,23564
-124,-106,23736
-124,-105,23740
-124,-104,23736
-124,-103,23564
-124,-102,23672
-124,-101,23420
-124,-100,23544
-124,-99,23308
-124,-98,23544
-124,-97,23548
-124,-96,23544
-124,-95,20556
-124,-94,20600
-124,-93,20348
-124,-92,20664
-124,-91,20492
-124,-90,20664
-124,-89,20668
-124,-88,20664
-124,-87,19468
-124,-86,19576
-124,-85,19580
-124,-84,19704
-124,-83,19468
-124,-82,19704
-124,-81,19708
-124,-80,19704
-124,-79,19532
-124,-78,19576
-124,-77,19324
-124,-76,19640
-124,-75,19212
-124,-74,19640
-124,-73,19644
-124,-72,19640
-124,-71,19468
-124,-70,19576
-124,-69,19324
-124,-68,19448
-124,-67,19212
-124,-66,19448
-124,-65,19452
-124,-64,19448
-124,-63,22092
-124,-62,22136
-124,-61,22140
-124,-60,22200
-124,-59,20492
-124,-58,20664
-124,-57,20668
-124,-56,20664
-124,-55,20492
-124,-54,20600
-124,-53,20604
-124,-52,20728
-124,-51,20492
-124,-50,20728
-124,-49,20732
-124,-48,20728
-124,-47,20556
-124,-46,20600
-124,-45,20604
-124,-44,20664
-124,-43,20492
-124,-42,20664
-124,-41,20668
-124,-40,20664
-124,-39,20492
-124,-38,20600
-124,-37,20348
-124,-36,20472
-124,-35,20236
-124,-34,20472
-124,-33,20476
-124,-32,20472
-124,-31,20044
-124,-30,20088
-124,-29,20092
-124,-28,20152
-124,-27,20492
-124,-26,20664
-124,-25,20668
-124,-24,20664
-124,-23,17420
-124,-22,17528
-124,-21,17532
-124,-20,17656
-124,-19,17420
-124,-18,17656
-124,-17,17660
-124,-16,17656
-124,-15,17996
-124,-14,18040
-124,-13,18044
-124,-12,18104
-124,-11,16908
-124,-10,17080
-124,-9,17084
-124,-8,17080
-124,-7,16908
-124,-6,17016
-124,-5,17276
-124,-4,17400
-124,-3,17164
-124,-2,17400
-124,-1,17404
-124,0,-17400
-124,1,-17404
-124,2,-17400
-124,3,-17164
-124,4,-17400
-124,5,-17276
-124,6,-17016
-124,7,-16908
-124,8,-17080
-124,9,-17084
-124,10,-17080
-124,11,-16908
-124,12,-18104
-124,13,-18044
-124,14,-18040
-124,15,-17996
-124,16,-17656
-124,17,-17660
-124,18,-17656
-124,19,-17420
-124,20,-17656
-124,21,-17532
-124,22,-17528
-124,23,-17420
-124,24,-20664
-124,25,-20668
-124,26,-20664
-124,27,-20492
-124,28,-20152
-124,29,-20092
-124,30,-20088
-124,31,-20044
-124,32,-20472
-124,33,-20476
-124,34,-20472
-124,35,-20236
-124,36,-20472
-124,37,-20348
-124,38,-20600
-124,39,-20492
-124,40,-20664
-124,41,-20668
-124,42,-20664
-124,43,-20492
-124,44,-20664
-124,45,-20604
-124,46,-20600
-124,47,-20556
-124,48,-20728
-124,49,-20732
-124,50,-20728
-124,51,-20492
-124,52,-20728
-124,53,-20604
-124,54,-20600
-124,55,-20492
-124,56,-20664
-124,57,-20668
-124,58,-20664
-124,59,-20492
-124,60,-22200
-124,61,-22140
-124,62,-22136
-124,63,-22092
-124,64,-19448
-124,65,-19452
-124,66,-19448
-124,67,-19212
-124,68,-19448
-124,69,-19324
-124,70,-19576
-124,71,-19468
-124,72,-19640
-124,73,-19644
-124,74,-19640
-124,75,-19212
-124,76,-19640
-124,77,-19324
-124,78,-19576
-124,79,-19532
-124,80,-19704
-124,81,-19708
-124,82,-19704
-124,83,-19468
-124,84,-19704
-124,85,-19580
-124,86,-19576
-124,87,-19468
-124,88,-20664
-124,89,-20668
-124,90,-20664
-124,91,-20492
-124,92,-20664
-124,93,-20348
-124,94,-20600
-124,95,-20556
-124,96,-23544
-124,97,-23548
-124,98,-23544
-124,99,-23308
-124,100,-23544
-124,101,-23420
-124,102,-23672
-124,103,-23564
-124,104,-23736
-124,105,-23740
-124,106,-23736
-124,107,-23564
-124,108,-23736
-124,109,-23676
-124,110,-23672
-124,111,-23628
-124,112,-20728
-124,113,-20732
-124,114,-20728
-124,115,-20492
-124,116,-20728
-124,117,-20604
-124,118,-20600
-124,119,-20492
-124,120,-21688
-124,121,-21692
-124,122,-21688
-124,123,-21516
-124,124,-21688
-124,125,-21628
-124,126,-21624
-124,127,-21580
-123,-128,21496
-123,-127,21509
-123,-126,21522
-123,-125,21535
-123,-124,21524
-123,-123,21561
-123,-122,21526
-123,-121,21523
-123,-120,21520
-123,-119,20549
-123,-118,20498
-123,-117,20511
-123,-116,20684
-123,-115,20529
-123,-114,20686
-123,-113,20683
-123,-112,20680
-123,-111,23573
-123,-110,23666
-123,-109,23679
-123,-108,23604
-123,-107,23561
-123,-106,23606
-123,-105,23603
-123,-104,23600
-123,-103,23573
-123,-102,23554
-123,-101,23311
-123,-100,23356
-123,-99,23425
-123,-98,23358
-123,-97,23355
-123,-96,23352
-123,-95,21061
-123,-94,21074
-123,-93,21087
-123,-92,21204
-123,-91,20569
-123,-90,20694
-123,-89,20691
-123,-88,20688
-123,-87,19525
-123,-86,19538
-123,-85,19551
-123,-84,19468
-123,-83,19537
-123,-82,19470
-123,-81,19467
-123,-80,19464
-123,-79,21013
-123,-78,21074
-123,-77,21087
-123,-76,21012
-123,-75,21001
-123,-74,21014
-123,-73,21011
-123,-72,21008
-123,-71,21013
-123,-70,21058
-123,-69,21327
-123,-68,21500
-123,-67,21377
-123,-66,21502
-123,-65,21499
-123,-64,21496
-123,-63,22021
-123,-62,22098
-123,-61,22111
-123,-60,22228
-123,-59,20601
-123,-58,20694
-123,-57,20691
-123,-56,20688
-123,-55,20485
-123,-54,20562
-123,-53,20575
-123,-52,20492
-123,-51,20593
-123,-50,20494
-123,-49,20491
-123,-48,20488
-123,-47,20501
-123,-46,20594
-123,-45,20607
-123,-44,20532
-123,-43,20489
-123,-42,20534
-123,-41,20531
-123,-40,20528
-123,-39,20501
-123,-38,20482
-123,-37,20239
-123,-36,20284
-123,-35,20353
-123,-34,20286
-123,-33,20283
-123,-32,20280
-123,-31,20037
-123,-30,20050
-123,-29,20063
-123,-28,20180
-123,-27,20569
-123,-26,20694
-123,-25,20691
-123,-24,20688
-123,-23,17477
-123,-22,17490
-123,-21,17503
-123,-20,17484
-123,-19,17489
-123,-18,17486
-123,-17,17483
-123,-16,17480
-123,-15,17941
-123,-14,18002
-123,-13,18015
-123,-12,17940
-123,-11,16905
-123,-10,16918
-123,-9,16915
-123,-8,16912
-123,-7,16917
-123,-6,16962
-123,-5,17231
-123,-4,17404
-123,-3,17281
-123,-2,17406
-123,-1,17403
-123,0,-17400
-123,1,-17403
-123,2,-17406
-123,3,-17281
-123,4,-17404
-123,5,-17231
-123,6,-16962
-123,7,-16917
-123,8,-16912
-123,9,-16915
-123,10,-16918
-123,11,-16905
-123,12,-17940
-123,13,-18015
-123,14,-18002
-123,15,-17941
-123,16,-17480
-123,17,-17483
-123,18,-17486
-123,19,-17489
-123,20,-17484
-123,21,-17503
-123,22,-17490
-123,23,-17477
-123,24,-20688
-123,25,-20691
-123,26,-20694
-123,27,-20569
-123,28,-20180
-123,29,-20063
-123,30,-20050
-123,31,-20037
-123,32,-20280
-123,33,-20283
-123,34,-20286
-123,35,-20353
-123,36,-20284
-123,37,-20239
-123,38,-20482
-123,39,-20501
-123,40,-20528
-123,41,-20531
-123,42,-20534
-123,43,-20489
-123,44,-20532
-123,45,-20607
-123,46,-20594
-123,47,-20501
-123,48,-20488
-123,49,-20491
-123,50,-20494
-123,51,-20593
-123,52,-20492
-123,53,-20575
-123,54,-20562
-123,55,-20485
-123,56,-20688
-123,57,-20691
-123,58,-20694
-123,59,-20601
-123,60,-22228
-123,61,-22111
-123,62,-22098
-123,63,-22021
-123,64,-21496
-123,65,-21499
-123,66,-21502
-123,67,-21377
-123,68,-21500
-123,69,-21327
-123,70,-21058
-123,71,-21013
-123,72,-21008
-123,73,-21011
-123,74,-21014
-123,75,-21001
-123,76,-21012
-123,77,-21087
-123,78,-21074
-123,79,-21013
-123,80,-19464
-123,81,-19467
-123,82,-19470
-123,83,-19537
-123,84,-19468
-123,85,-19551
-123,86,-19538
-123,87,-19525
-123,88,-20688
-123,89,-20691
-123,90,-20694
-123,91,-20569
-123,92,-21204
-123,93,-21087
-123,94,-21074
-123,95,-21061
-123,96,-23352
-123,97,-23355
-123,98,-23358
-123,99,-23425
-123,100,-23356
-123,101,-23311
-123,102,-23554
-123,103,-23573
-123,104,-23600
-123,105,-23603
-123,106,-23606
-123,107,-23561
-123,108,-23604
-123,109,-23679
-123,110,-23666
-123,111,-23573
-123,112,-20680
-123,113,-20683
-123,114,-20686
-123,115,-20529
-123,116,-20684
-123,117,-20511
-123,118,-20498
-123,119,-20549
-123,120,-21520
-123,121,-21523
-123,122,-21526
-123,123,-21561
-123,124,-21524
-123,125,-21535
-123,126,-21522
-123,127,-21509
-122,-128,21496
-122,-127,21582
-122,-126,21580
-122,-125,21594
-122,-124,21704
-122,-123,21566
-122,-122,21708
-122,-121,21706
-122,-120,21704
-122,-119,20558
-122,-118,20540
-122,-117,20554
-122,-116,20728
-122,-115,20542
-122,-114,20732
-122,-113,20730
-122,-112,20728
-122,-111,23566
